Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
352,USAS,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,132.13,93,45,18,27
353,PIPR,Financial Services,Capital Markets,NYSE,131.87,93,93,94,85
354,ADCT,Healthcare,Biotechnology,NYSE,131.83,93,96,98,99
355,CAAS,Consumer Cyclical,Auto Parts,NASDAQ,131.8,93,67,60,28
356,KKR,Financial Services,Asset Management,NYSE,131.79,93,92,94,93
357,HTLF,Financial Services,Banks—Regional,NASDAQ,131.75,93,94,93,57
358,VGZ,Basic Materials,Gold,NYSE MKT,131.74,93,93,68,79
359,PNRG,Energy,Oil & Gas E&P,NASDAQ,131.69,93,83,71,52
360,EXK,Basic Materials,Other Precious Metals & Mining,NYSE,131.49,93,89,97,75
361,IONR,Basic Materials,Other Industrial Metals & Mining,NASDAQ,131.35,93,44,15,66
362,TATT,Industrials,Aerospace & Defense,NASDAQ,131.32,93,94,93,92
363,FYBR,Communication Services,Telecom Services,NASDAQ,131.31,93,96,86,70
364,RVLV,Consumer Cyclical,Internet Retail,NYSE,131.19,93,92,37,78
365,HLNE,Financial Services,Asset Management,NASDAQ,131.19,93,92,90,82
366,AVAV,Industrials,Aerospace & Defense,NASDAQ,131.14,93,69,87,91
367,INVO,Healthcare,Medical Devices,NASDAQ,131.14,93,9,7,14
368,TCOM,Consumer Cyclical,Travel Services,NASDAQ,131.08,93,65,69,90
369,KRNT,Industrials,Specialty Industrial Machinery,NASDAQ,131.03,93,86,21,28
370,PRCT,Healthcare,Medical Devices,NASDAQ,130.98,93,97,95,92
371,RKT,Financial Services,Mortgage Finance,NYSE,130.97,93,95,90,86
372,DBD,Technology,Software—Application,NYSE,130.82,93,91,95,90
373,PSN,Industrials,Specialty Industrial Machinery,NYSE,130.81,93,91,78,91
374,ROAD,Industrials,Engineering & Construction,NASDAQ,130.72,93,91,90,93
375,ITI,Technology,Communication Equipment,NASDAQ,130.65,93,95,56,57
376,NKTR,Healthcare,Biotechnology,NASDAQ,130.62,93,95,97,99
377,MTZ,Industrials,Engineering & Construction,NYSE,130.59,93,82,86,75
378,AZ,Industrials,Aerospace & Defense,NASDAQ,130.53,93,72,76,1
379,MTEK,Technology,Electronic Components,NASDAQ,130.52,93,93,88,93
380,FENG,Communication Services,Internet Content & Information,NYSE,130.48,93,97,98,72
381,VNO,Real Estate,REIT—Office,NYSE,130.41,93,91,75,85
382,GAIA,Communication Services,Entertainment,NASDAQ,130.32,93,94,95,92
383,HNST,Consumer Cyclical,Specialty Retail,NASDAQ,130.29,93,97,96,96
384,TPIC,Industrials,Specialty Industrial Machinery,NASDAQ,130.21,93,73,92,13
385,MNDY,Technology,Software—Application,NASDAQ,130.17,93,86,87,70
386,NRG,Utilities,Utilities—Independent Power Producers,NYSE,130.07,93,91,92,95
387,OPFI,Technology,Software—Application,NYSE,129.94,93,92,92,82
388,HUMA,Healthcare,Biotechnology,NASDAQ,129.86,93,86,99,91
389,CASI,Healthcare,Biotechnology,NASDAQ,129.76,93,98,98,11
390,FTDR,Consumer Cyclical,Personal Services,NASDAQ,129.71,93,92,70,39
391,TSM,Technology,Semiconductors,NYSE,129.7,93,88,93,88
392,RSVRW,Communication Services,Entertainment,NASDAQ,129.64,93,36,13,16
393,IAG,Basic Materials,Gold,NYSE,129.61,93,97,90,91
394,TSAT,Technology,Communication Equipment,NASDAQ,129.61,93,58,23,18
395,NBN,Financial Services,Banks—Regional,NASDAQ,129.48,93,87,89,75
396,VRDN,Healthcare,Biotechnology,NASDAQ,129.46,93,92,25,18
397,WYY,Technology,Information Technology Services,NYSE MKT,129.08,93,93,96,43
398,PHAT,Healthcare,Biotechnology,NASDAQ,129.03,92,97,73,54
399,CLPR,Real Estate,REIT—Residential,NYSE,128.95,92,73,18,18
400,SLVM,Basic Materials,Paper & Paper Products,NYSE,128.93,92,90,91,88
401,MG,Industrials,Security & Protection Services,NYSE,128.9,92,93,73,86
402,PRIM,Industrials,Engineering & Construction,NYSE,128.86,92,88,93,93
403,IDCC,Communication Services,Telecom Services,NASDAQ,128.83,92,86,85,70
404,PDEX,Healthcare,Medical Instruments & Supplies,NASDAQ,128.73,92,95,44,42
405,COKE,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,128.5,92,94,92,79
406,GRBK,Consumer Cyclical,Residential Construction,NYSE,128.48,92,94,91,80
407,NCMI,Communication Services,Advertising Agencies,NASDAQ,128.33,92,95,85,86
408,EDN,Utilities,Utilities—Regulated Electric,NYSE,128.32,92,94,41,80
409,PIRS,Healthcare,Biotechnology,NASDAQ,128.25,92,84,4,10
410,TPG,Financial Services,Asset Management,NASDAQ,128.07,92,93,85,88
411,ICLK,Communication Services,Advertising Agencies,NASDAQ,127.99,92,94,7,46
412,YMAB,Healthcare,Biotechnology,NASDAQ,127.93,92,94,87,98
413,VBNK,Financial Services,Banks—Regional,NASDAQ,127.83,92,88,86,64
414,SLI,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,127.81,92,15,22,6
415,DDI,Communication Services,Electronic Gaming & Multimedia,NASDAQ,127.79,92,87,83,88
416,COE,Consumer Defensive,Education & Training Services,NYSE MKT,127.61,92,98,98,42
417,ERIE,Financial Services,Insurance Brokers,NASDAQ,127.58,92,94,78,91
418,UAL,Industrials,Airlines,NASDAQ,127.57,92,62,48,85
419,PDM,Real Estate,REIT—Office,NYSE,127.46,92,93,78,60
420,RCON,Energy,Oil & Gas Equipment & Services,NASDAQ,127.45,92,87,3,2
421,PAYO,Technology,Software—Infrastructure,NASDAQ,127.35,92,91,55,40
422,PRG,Industrials,Rental & Leasing Services,NYSE,127.3,92,91,51,67
423,CNX,Energy,Oil & Gas E&P,NYSE,127.2,92,83,74,84
424,ALNY,Healthcare,Biotechnology,NASDAQ,127.2,92,96,91,17
425,DY,Industrials,Engineering & Construction,NYSE,127.18,92,91,94,90
426,ANF,Consumer Cyclical,Apparel Retail,NYSE,127.17,92,87,98,99
427,TPB,Consumer Defensive,Tobacco,NYSE,127.15,92,90,91,77
428,SPXC,Industrials,Specialty Industrial Machinery,NYSE,127.12,92,91,93,91
429,HRTG,Financial Services,Insurance—Property & Casualty,NYSE,127.03,92,98,60,98
430,PGRU,Real Estate,Real Estate Services,NYSE,126.98,92,95,94,36
431,AVGO,Technology,Semiconductors,NASDAQ,126.97,92,87,93,89
432,JEF,Financial Services,Capital Markets,NYSE,126.95,92,91,90,82
433,MNKD,Healthcare,Biotechnology,NASDAQ,126.94,92,93,90,64
434,NTGR,Technology,Communication Equipment,NASDAQ,126.91,92,93,63,56
435,SATS,Technology,Communication Equipment,NASDAQ,126.78,92,96,80,36
436,YPF,Energy,Oil & Gas Integrated,NYSE,126.78,92,89,79,93
437,PAM,Utilities,Utilities—Independent Power Producers,NYSE,126.77,92,87,46,61
438,DASH,Communication Services,Internet Content & Information,NASDAQ,126.75,92,81,53,94
439,WAL,Financial Services,Banks—Regional,NYSE,126.74,92,92,90,79
440,JLL,Real Estate,Real Estate Services,NYSE,126.67,92,90,90,80
441,MAX,Communication Services,Internet Content & Information,NYSE,126.59,92,89,68,96
442,ARIS,Utilities,Utilities—Regulated Water,NYSE,126.24,92,92,93,96
443,AAON,Industrials,Building Products & Equipment,NASDAQ,126.18,92,86,79,90
444,XTLB,Healthcare,Biotechnology,NASDAQ,126.15,92,97,98,99
445,ZYME,Healthcare,Biotechnology,NASDAQ,126.14,92,93,71,38
446,MMM,Industrials,Conglomerates,NYSE,126.13,92,93,75,73
447,TOL,Consumer Cyclical,Residential Construction,NYSE,126.03,92,91,91,93
448,KGC,Basic Materials,Gold,NYSE,126.02,92,94,93,83
449,TSEM,Technology,Semiconductors,NASDAQ,125.98,92,83,89,50
450,CMMB,Healthcare,Biotechnology,NASDAQ,125.94,92,98,93,25
451,TT,Industrials,Building Products & Equipment,NYSE,125.91,92,89,89,91
452,PBI,Industrials,Integrated Freight & Logistics,NYSE,125.88,92,95,96,65
453,MCY,Financial Services,Insurance—Property & Casualty,NYSE,125.84,92,91,91,95
454,IRS,Industrials,Conglomerates,NYSE,125.78,91,91,60,87
455,SNDA,Healthcare,Medical Care Facilities,NYSE,125.72,91,96,98,99
456,NGVC,Consumer Defensive,Grocery Stores,NYSE,125.71,91,96,95,80
457,ADSE,Industrials,Electrical Equipment & Parts,NASDAQ,125.68,91,93,95,99
458,BDC,Technology,Communication Equipment,NYSE,125.67,91,70,66,64
459,SERA,Healthcare,Diagnostics & Research,NASDAQ,125.51,91,97,97,99
460,KB,Financial Services,Banks—Regional,NYSE,125.35,91,82,91,87
461,HOV,Consumer Cyclical,Residential Construction,NYSE,125.29,91,94,95,93
462,MYO,Healthcare,Medical Devices,NYSE MKT,125.29,91,93,99,99
463,IBKR,Financial Services,Capital Markets,NASDAQ,125.28,91,82,83,89
464,GDDY,Technology,Software—Infrastructure,NYSE,125.2,91,89,93,91
465,AIHS,Financial Services,Credit Services,NASDAQ,125.13,91,97,93,96
466,TRU,Industrials,Consulting Services,NYSE,125.11,91,90,65,42
467,EVR,Financial Services,Capital Markets,NYSE,125.0,91,89,93,89
468,TWST,Healthcare,Diagnostics & Research,NASDAQ,124.99,91,89,98,93
469,TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,124.91,91,93,90,95
470,BLBD,Consumer Cyclical,Auto Manufacturers,NASDAQ,124.85,91,94,97,95
471,MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,124.83,91,92,83,77
472,OMIC,Healthcare,Medical Instruments & Supplies,NASDAQ,124.79,91,53,7,18
473,VCYT,Healthcare,Biotechnology,NASDAQ,124.79,91,92,47,18
474,PSFE,Technology,Information Technology Services,NYSE,124.75,91,95,94,73
475,LNSR,Healthcare,Medical Devices,NASDAQ,124.74,91,78,94,67
476,FLGC,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,124.73,91,18,11,80
477,ZVRA,Healthcare,Biotechnology,NASDAQ,124.71,91,95,82,24
478,CMPX,Healthcare,Biotechnology,NASDAQ,124.67,91,59,5,20
479,TRVI,Healthcare,Biotechnology,NASDAQ,124.63,91,95,87,95
480,NUVL,Healthcare,Biotechnology,NASDAQ,124.58,91,95,88,87
481,MLI,Industrials,Metal Fabrication,NYSE,124.56,91,93,89,91
482,SLG,Real Estate,REIT—Office,NYSE,124.44,91,91,92,93
483,CLPS,Technology,Information Technology Services,NASDAQ,124.42,91,90,29,35
484,OSPN,Technology,Software—Infrastructure,NASDAQ,124.41,91,91,81,30
485,GERN,Healthcare,Biotechnology,NASDAQ,124.39,91,92,96,94
486,DVA,Healthcare,Medical Care Facilities,NYSE,124.32,91,89,85,91
487,CCLDO,n/a,n/a,NASDAQ,124.32,91,96,61,9
488,PJT,Financial Services,Capital Markets,NYSE,124.3,91,88,88,71
489,VNOM,Energy,Oil & Gas Midstream,NASDAQ,124.29,91,86,87,89
490,EE,Utilities,Utilities—Renewable,NYSE,124.25,91,69,77,34
491,FOUR,Technology,Software—Infrastructure,NYSE,124.23,91,78,50,34
492,CPF,Financial Services,Banks—Regional,NYSE,124.2,91,93,85,71
493,MPWR,Technology,Semiconductors,NASDAQ,124.18,91,88,91,75
494,ASPI,Basic Materials,Chemicals,NASDAQ,124.08,91,84,97,99
495,BALY,Consumer Cyclical,Resorts & Casinos,NYSE,123.98,91,88,63,74
496,HIPO,Financial Services,Insurance—Specialty,NYSE,123.98,91,95,94,97
497,BABA,Consumer Cyclical,Internet Retail,NYSE,123.93,91,64,41,26
498,GSHD,Financial Services,Insurance—Diversified,NASDAQ,123.92,91,86,30,24
499,VISL,Technology,Communication Equipment,NASDAQ,123.92,91,94,96,41
500,K,Consumer Defensive,Packaged Foods,NYSE,123.9,91,92,43,53
501,UFPT,Healthcare,Medical Devices,NASDAQ,123.84,91,95,96,88
502,FINW,Financial Services,Banks—Regional,NASDAQ,123.74,91,90,68,37
503,XGN,Healthcare,Diagnostics & Research,NASDAQ,123.61,91,94,68,11
504,SANG,Technology,Software—Infrastructure,NASDAQ,123.54,91,87,85,90
505,SILV,Basic Materials,Other Precious Metals & Mining,NYSE MKT,123.54,91,93,91,90
506,SHAK,Consumer Cyclical,Restaurants,NYSE,123.54,91,80,65,93
507,LMNR,Consumer Defensive,Farm Products,NASDAQ,123.47,91,91,84,79
508,ORCL,Technology,Software—Infrastructure,NYSE,123.47,91,90,78,59
509,FUNC,Financial Services,Banks—Regional,NASDAQ,123.41,91,93,78,78
510,DSP,Technology,Software—Application,NASDAQ,123.39,91,90,95,94
511,RXT,Technology,Software—Infrastructure,NASDAQ,123.38,90,85,92,35
512,LPX,Industrials,Building Products & Equipment,NYSE,123.37,90,87,85,76
513,NEOV,Industrials,Electrical Equipment & Parts,NASDAQ,123.36,90,97,81,46
514,GRND,Technology,Software—Application,NYSE,123.36,90,91,94,91
515,FNGO,Exchange Traded Fund,USA,NYSE ARCA,123.35,90,84,95,92
516,GLNG,Energy,Oil & Gas Midstream,NASDAQ,123.32,90,85,90,70
517,LNTH,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,123.28,90,94,96,39
518,CRBP,Healthcare,Biotechnology,NASDAQ,123.27,90,99,99,99
519,MEC,Industrials,Metal Fabrication,NYSE,123.1,90,90,91,67
520,SMG,Basic Materials,Agricultural Inputs,NYSE,123.02,90,66,59,77
521,BHVN,Healthcare,Biotechnology,NYSE,123.0,90,79,56,93
522,GNTA,Healthcare,Biotechnology,NASDAQ,122.98,90,23,34,14
523,TTD,Technology,Software—Application,NASDAQ,122.88,90,79,81,73
524,ELDN,Healthcare,Biotechnology,NASDAQ,122.87,90,93,95,87
525,NXGL,Healthcare,Medical Instruments & Supplies,NASDAQ,122.85,90,73,31,76
526,BGNE,Healthcare,Biotechnology,NASDAQ,122.81,90,66,38,15
527,APOG,Industrials,Building Products & Equipment,NASDAQ,122.69,90,78,78,87
528,META,Communication Services,Internet Content & Information,NASDAQ,122.65,90,86,81,95
529,MWA,Industrials,Specialty Industrial Machinery,NYSE,122.64,90,87,86,77
530,BHE,Technology,Electronic Components,NYSE,122.62,90,90,93,83
531,INDO,Energy,Oil & Gas E&P,NYSE MKT,122.56,90,28,5,82
532,PHG,Healthcare,Medical Devices,NYSE,122.52,90,88,80,37
533,TOUR,Consumer Cyclical,Travel Services,NASDAQ,122.49,90,24,37,25
534,GCTK,Healthcare,Medical Instruments & Supplies,NASDAQ,122.47,90,96,11,99
535,FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,122.45,90,96,88,96
536,CRAI,Industrials,Consulting Services,NASDAQ,122.44,90,83,93,91
537,KTB,Consumer Cyclical,Apparel Manufacturing,NYSE,122.37,90,87,87,80
538,BSVN,Financial Services,Banks—Regional,NASDAQ,122.27,90,93,92,74
539,TBBK,Financial Services,Banks—Regional,NASDAQ,122.19,90,92,87,39
540,AEI,Real Estate,Real Estate—Development,NASDAQ,122.18,90,60,85,4
541,ASMB,Healthcare,Biotechnology,NASDAQ,122.13,90,94,78,75
542,VCTR,Financial Services,Asset Management,NASDAQ,122.05,90,88,89,94
543,AVPT,Technology,Software—Infrastructure,NASDAQ,122.02,90,92,92,84
544,HASI,Real Estate,REIT—Specialty,NYSE,122.0,90,80,88,67
545,AXR,Real Estate,Real Estate—Development,NYSE,121.96,90,91,64,75
546,IGIC,Financial Services,Insurance—Diversified,NASDAQ,121.93,90,91,86,83
547,TTP,Financial Services,Asset Management,NYSE,121.92,90,90,75,74
548,JXJT,Consumer Cyclical,Apparel Manufacturing,NASDAQ,121.92,90,90,24,16
549,BBW,Consumer Cyclical,Specialty Retail,NYSE,121.9,90,75,39,85
550,BK,Financial Services,Asset Management,NYSE,121.89,90,88,81,82
551,CINT,Technology,Software—Infrastructure,NYSE,121.86,90,83,82,19
552,GENI,Communication Services,Internet Content & Information,NYSE,121.84,90,89,45,27
553,APEI,Consumer Defensive,Education & Training Services,NASDAQ,121.81,90,96,99,97
554,VSCO,Consumer Cyclical,Apparel Retail,NYSE,121.79,90,74,30,16
555,LMAT,Healthcare,Medical Instruments & Supplies,NASDAQ,121.75,90,88,91,73
556,BMTX,Technology,Software—Application,NYSE MKT,121.74,90,94,92,7
557,FSFG,Financial Services,Banks—Regional,NASDAQ,121.74,90,93,79,36
558,MRUS,Healthcare,Biotechnology,NASDAQ,121.67,90,91,96,94
559,CMCL,Basic Materials,Gold,NYSE MKT,121.54,90,82,45,23
560,ALSN,Consumer Cyclical,Auto Parts,NYSE,121.54,90,86,84,92
561,RYAN,Financial Services,Insurance—Specialty,NYSE,121.41,90,84,76,76
562,ABUS,Healthcare,Biotechnology,NASDAQ,121.41,90,96,94,82
563,CIEN,Technology,Communication Equipment,NYSE,121.32,90,75,61,35
564,CENX,Basic Materials,Aluminum,NASDAQ,121.3,90,84,94,97
565,EVER,Communication Services,Internet Content & Information,NASDAQ,121.23,90,97,98,98
566,HIW,Real Estate,REIT—Office,NYSE,121.06,90,89,76,74
567,LOCO,Consumer Cyclical,Restaurants,NASDAQ,121.04,89,92,83,29
568,PWR,Industrials,Engineering & Construction,NYSE,121.04,89,68,79,89
569,BELFB,Technology,Electronic Components,NASDAQ,121.03,89,75,77,79
570,FHTX,Healthcare,Biotechnology,NASDAQ,121.03,89,94,82,87
571,PTCT,Healthcare,Biotechnology,NASDAQ,121.01,89,64,79,19
572,VZLA,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,120.96,89,92,94,65
573,ENVA,Financial Services,Credit Services,NYSE,120.91,89,92,84,81
574,NVMI,Technology,Semiconductor Equipment & Materials,NASDAQ,120.91,89,71,94,92
575,NCTY,Communication Services,Electronic Gaming & Multimedia,NASDAQ,120.88,89,33,92,50
576,CW,Industrials,Aerospace & Defense,NYSE,120.84,89,86,80,84
577,AMAL,Financial Services,Banks—Regional,NASDAQ,120.77,89,91,93,73
578,PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,120.75,89,91,83,87
579,PEGA,Technology,Software—Application,NASDAQ,120.53,89,83,72,85
580,FEIM,Technology,Communication Equipment,NASDAQ,120.53,89,90,57,80
581,KNSA,Healthcare,Biotechnology,NASDAQ,120.47,89,90,81,67
582,RL,Consumer Cyclical,Apparel Manufacturing,NYSE,120.4,89,72,75,88
583,MHO,Consumer Cyclical,Residential Construction,NYSE,120.38,89,93,92,86
584,VEON,Communication Services,Telecom Services,NASDAQ,120.37,89,82,88,84
585,TGS,Energy,Oil & Gas Integrated,NYSE,120.26,89,92,73,86
586,MIR,Industrials,Specialty Industrial Machinery,NYSE,120.21,89,40,71,89
587,XERS,Healthcare,Biotechnology,NASDAQ,120.18,89,88,74,19
588,NU,Financial Services,Banks—Diversified,NYSE,120.05,89,94,93,92
589,EXP,Basic Materials,Building Materials,NYSE,120.05,89,86,67,91
590,PPC,Consumer Defensive,Packaged Foods,NASDAQ,119.91,89,89,88,91
591,CBRE,Real Estate,Real Estate Services,NYSE,119.91,89,89,74,68
592,BRFH,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,119.89,89,95,99,13
593,LEE,Communication Services,Publishing,NASDAQ,119.89,89,12,17,76
594,SLNO,Healthcare,Biotechnology,NASDAQ,119.87,89,99,99,99
595,AKR,Real Estate,REIT—Retail,NYSE,119.86,89,91,83,79
596,DOCN,Technology,Software—Infrastructure,NYSE,119.86,89,78,38,53
597,OUT,Real Estate,REIT—Specialty,NYSE,119.83,89,87,72,76
598,CARR,Industrials,Building Products & Equipment,NYSE,119.73,89,85,80,67
599,ANAB,Healthcare,Biotechnology,NASDAQ,119.72,89,97,96,31
600,CPOP,Communication Services,Entertainment,NASDAQ,119.69,89,79,98,99
601,VRNS,Technology,Software—Infrastructure,NASDAQ,119.62,89,86,83,90
602,ZBRA,Technology,Communication Equipment,NASDAQ,119.6,89,79,81,63
603,VERX,Technology,Software—Application,NASDAQ,119.57,89,84,94,82
604,SIEB,Financial Services,Capital Markets,NASDAQ,119.56,89,50,20,70
605,CHWY,Consumer Cyclical,Internet Retail,NYSE,119.39,89,95,86,11
606,EBAY,Consumer Cyclical,Internet Retail,NASDAQ,119.33,89,87,70,78
607,URI,Industrials,Rental & Leasing Services,NYSE,119.29,89,84,87,91
608,CSL,Industrials,Building Products & Equipment,NYSE,119.23,89,78,88,92
609,WING,Consumer Cyclical,Restaurants,NASDAQ,119.17,89,92,92,96
610,KTCC,Technology,Computer Hardware,NASDAQ,119.15,89,76,15,31
611,REVG,Industrials,Farm & Heavy Construction Machinery,NYSE,119.1,89,89,91,93
612,MMLP,Energy,Oil & Gas Midstream,NASDAQ,119.04,89,81,93,65
613,AKRO,Healthcare,Biotechnology,NASDAQ,119.02,89,40,82,29
614,PHM,Consumer Cyclical,Residential Construction,NYSE,118.91,89,90,89,90
615,LITE,Technology,Communication Equipment,NASDAQ,118.84,89,71,77,23
616,NWG,Financial Services,Banks—Diversified,NYSE,118.81,89,89,90,81
617,TAC,Utilities,Utilities—Independent Power Producers,NYSE,118.79,89,79,27,18
618,HBM,Basic Materials,Copper,NYSE,118.77,89,66,89,92
619,BCS,Financial Services,Banks—Diversified,NYSE,118.7,89,88,92,87
620,TYRA,Healthcare,Biotechnology,NASDAQ,118.7,89,82,88,83
621,BDN,Real Estate,REIT—Office,NYSE,118.59,89,79,59,69
622,TEVA,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,118.56,89,90,95,90
623,SMWB,Communication Services,Internet Content & Information,NYSE,118.56,89,78,47,86
624,DTM,Energy,Oil & Gas Midstream,NYSE,118.54,88,86,84,78
625,INFN,Technology,Communication Equipment,NASDAQ,118.49,88,90,88,59
626,TGB,Basic Materials,Copper,NYSE MKT,118.45,88,70,89,96
627,NOAH,Financial Services,Asset Management,NYSE,118.41,88,15,6,27
628,GLDD,Industrials,Engineering & Construction,NASDAQ,118.39,88,76,78,60
629,CACI,Technology,Information Technology Services,NYSE,118.38,88,88,82,74
630,RIGL,Healthcare,Biotechnology,NASDAQ,118.36,88,82,18,51
631,MANH,Technology,Software—Application,NASDAQ,118.35,88,77,38,79
632,CARG,Communication Services,Internet Content & Information,NASDAQ,118.22,88,84,75,75
633,RFL,Real Estate,Real Estate Services,NYSE,117.98,88,33,15,34
634,CNS,Financial Services,Asset Management,NYSE,117.95,88,89,80,72
635,PLMR,Financial Services,Insurance—Property & Casualty,NASDAQ,117.88,88,90,88,92
636,AGYS,Technology,Software—Application,NASDAQ,117.85,88,82,91,66
637,UHS,Healthcare,Medical Care Facilities,NYSE,117.85,88,92,76,73
638,SHG,Financial Services,Banks—Regional,NYSE,117.82,88,87,86,77
639,TWKS,Technology,Information Technology Services,NASDAQ,117.78,88,90,23,4
640,FPH,Real Estate,Real Estate—Development,NYSE,117.77,88,64,48,50
641,MSI,Technology,Communication Equipment,NYSE,117.77,88,87,79,71
642,TCBX,Financial Services,Banks—Regional,NASDAQ,117.72,88,91,81,74
643,ALKT,Technology,Software—Application,NASDAQ,117.67,88,88,94,89
644,LDOS,Technology,Information Technology Services,NYSE,117.64,88,85,89,87
645,INGN,Healthcare,Medical Devices,NASDAQ,117.62,88,96,93,66
646,DCOM,Financial Services,Banks—Regional,NASDAQ,117.6,88,86,72,26
647,MELI,Consumer Cyclical,Internet Retail,NASDAQ,117.58,88,90,78,44
648,BMI,Technology,Scientific & Technical Instruments,NYSE,117.57,88,82,76,85
649,RVMD,Healthcare,Biotechnology,NASDAQ,117.57,88,90,93,93
650,FLEX,Technology,Electronic Components,NASDAQ,117.52,88,74,80,92
651,TRN,Industrials,Railroads,NYSE,117.5,88,75,78,67
652,HCI,Financial Services,Insurance—Property & Casualty,NYSE,117.45,88,82,63,95
653,UBER,Technology,Software—Application,NYSE,117.37,88,65,75,93
654,REFR,Technology,Electronic Components,NASDAQ,117.28,88,91,92,83
655,IBM,Technology,Information Technology Services,NYSE,117.18,88,86,68,82
656,QNST,Communication Services,Advertising Agencies,NASDAQ,117.11,88,93,93,94
657,CWAN,Technology,Software—Application,NYSE,117.11,88,86,68,30
658,AWI,Industrials,Building Products & Equipment,NYSE,117.08,88,83,87,92
